CityName,Population,CityRank,IsMetroCity,IsTouristDestination,IsWeekend,IsNewYearEve,Date,HotelName,RoomRent,StarRating,Airport,HotelAddress,HotelPincode,HotelDescription,FreeWifi,FreeBreakfast,HotelCapacity,HasSwimmingPool
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Vivanta by Taj,12375,5,21,"90 Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,"Luxury hotel with spa, near Gateway of India",1,0,287,1
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Vivanta by Taj,10250,5,21,"91 Cuffe Parade, Colaba, Mumbai, Maharashtra",400006,"Luxury hotel with spa, near Gateway of India",1,0,287,1
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Vivanta by Taj,9900,5,21,"92 Cuffe Parade, Colaba, Mumbai, Maharashtra",400007,"Luxury hotel with spa, near Gateway of India",1,0,287,1
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Vivanta by Taj,10350,5,21,"93 Cuffe Parade, Colaba, Mumbai, Maharashtra",400008,"Luxury hotel with spa, near Gateway of India",1,0,287,1
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Vivanta by Taj,12000,5,21,"94 Cuffe Parade, Colaba, Mumbai, Maharashtra",400009,"Luxury hotel with spa, near Gateway of India",1,0,287,1
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Vivanta by Taj,11475,5,21,"95 Cuffe Parade, Colaba, Mumbai, Maharashtra",400010,"Luxury hotel with spa, near Gateway of India",1,0,287,1
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Vivanta by Taj,11220,5,21,"96 Cuffe Parade, Colaba, Mumbai, Maharashtra",400011,"Luxury hotel with spa, near Gateway of India",1,0,287,1
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Vivanta by Taj,9225,5,21,"97 Cuffe Parade, Colaba, Mumbai, Maharashtra",400012,"Luxury hotel with spa, near Gateway of India",1,0,287,1
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,The Gordon House Hotel,6800,4,20,"5 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400039,"Luxury hotel with 2 restaurants, near Gateway of India",1,1,28,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,The Gordon House Hotel,9350,4,20,"6 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400040,"Luxury hotel with 2 restaurants, near Gateway of India",1,1,28,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,The Gordon House Hotel,9999,4,20,"7 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400041,"Luxury hotel with 2 restaurants, near Gateway of India",1,1,28,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,The Gordon House Hotel,9999,4,20,"8 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400042,"Luxury hotel with 2 restaurants, near Gateway of India",1,1,28,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,The Gordon House Hotel,9999,4,20,"9 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400043,"Luxury hotel with 2 restaurants, near Gateway of India",1,1,28,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,The Gordon House Hotel,9999,4,20,"10 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400044,"Luxury hotel with 2 restaurants, near Gateway of India",1,1,28,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,The Gordon House Hotel,9999,4,20,"11 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400045,"Luxury hotel with 2 restaurants, near Gateway of India",1,1,28,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,The Gordon House Hotel,9999,4,20,"12 Battery, Apollo Bunder, Colaba, Mumbai, Maharashtra",400046,"Luxury hotel with 2 restaurants, near Gateway of India",1,1,28,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Fariyas Hotel,7014,4,20,"25, Off Arthur Bunder Road, Colaba, Mumbai, Maharashtra",400005,"4-star hotel with 2 restaurants, near Gateway of India",1,0,87,1
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Fariyas Hotel,7014,4,20,"25, Off Arthur Bunder Road, Colaba, Mumbai, Maharashtra",400006,"4-star hotel with 2 restaurants, near Gateway of India",1,0,87,1
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Fariyas Hotel,7014,4,20,"25, Off Arthur Bunder Road, Colaba, Mumbai, Maharashtra",400007,"4-star hotel with 2 restaurants, near Gateway of India",1,0,87,1
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Fariyas Hotel,7839,4,20,"25, Off Arthur Bunder Road, Colaba, Mumbai, Maharashtra",400008,"4-star hotel with 2 restaurants, near Gateway of India",1,0,87,1
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Fariyas Hotel,7839,4,20,"25, Off Arthur Bunder Road, Colaba, Mumbai, Maharashtra",400009,"4-star hotel with 2 restaurants, near Gateway of India",1,0,87,1
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Fariyas Hotel,8495,4,20,"25, Off Arthur Bunder Road, Colaba, Mumbai, Maharashtra",400010,"4-star hotel with 2 restaurants, near Gateway of India",1,0,87,1
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Fariyas Hotel,8495,4,20,"25, Off Arthur Bunder Road, Colaba, Mumbai, Maharashtra",400011,"4-star hotel with 2 restaurants, near Gateway of India",1,0,87,1
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Fariyas Hotel,7014,4,20,"25, Off Arthur Bunder Road, Colaba, Mumbai, Maharashtra",400012,"4-star hotel with 2 restaurants, near Gateway of India",1,0,87,1
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,The Taj Mahal Palace Mumbai,14030,5,20,"Apollo Bunder, Mumbai, Maharashtra",400001,"Luxury hotel with 10 restaurants, near Gateway of India",1,0,560,1
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,The Taj Mahal Palace Mumbai,14000,5,20,"Apollo Bunder, Mumbai, Maharashtra",400002,"Luxury hotel with 10 restaurants, near Gateway of India",1,0,560,1
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,The Taj Mahal Palace Mumbai,20700,5,20,"Apollo Bunder, Mumbai, Maharashtra",400003,"Luxury hotel with 10 restaurants, near Gateway of India",1,0,560,1
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,The Taj Mahal Palace Mumbai,14500,5,20,"Apollo Bunder, Mumbai, Maharashtra",400004,"Luxury hotel with 10 restaurants, near Gateway of India",1,0,560,1
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,The Taj Mahal Palace Mumbai,15500,5,20,"Apollo Bunder, Mumbai, Maharashtra",400005,"Luxury hotel with 10 restaurants, near Gateway of India",1,0,560,1
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,The Taj Mahal Palace Mumbai,15500,5,20,"Apollo Bunder, Mumbai, Maharashtra",400006,"Luxury hotel with 10 restaurants, near Gateway of India",1,0,560,1
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,The Taj Mahal Palace Mumbai,12760,5,20,"Apollo Bunder, Mumbai, Maharashtra",400007,"Luxury hotel with 10 restaurants, near Gateway of India",1,0,560,1
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,The Taj Mahal Palace Mumbai,14030,5,20,"Apollo Bunder, Mumbai, Maharashtra",400008,"Luxury hotel with 10 restaurants, near Gateway of India",1,0,560,1
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Diplomat Hotel,4441,3.5,20,"24-26, B.K. Boman Behram Marg, Apollo Bunder, Mumbai, Maharashtra",400001,"3.5-star hotel with restaurant, near Gateway of India",1,1,50,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Diplomat Hotel,4271,3.5,20,"24-26, B.K. Boman Behram Marg, Apollo Bunder, Mumbai, Maharashtra",400002,"3.5-star hotel with restaurant, near Gateway of India",1,1,50,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Diplomat Hotel,4441,3.5,20,"24-26, B.K. Boman Behram Marg, Apollo Bunder, Mumbai, Maharashtra",400003,"3.5-star hotel with restaurant, near Gateway of India",1,1,50,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Diplomat Hotel,4441,3.5,20,"24-26, B.K. Boman Behram Marg, Apollo Bunder, Mumbai, Maharashtra",400004,"3.5-star hotel with restaurant, near Gateway of India",1,1,50,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Diplomat Hotel,4696,3.5,20,"24-26, B.K. Boman Behram Marg, Apollo Bunder, Mumbai, Maharashtra",400005,"3.5-star hotel with restaurant, near Gateway of India",1,1,50,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Diplomat Hotel,4271,3.5,20,"24-26, B.K. Boman Behram Marg, Apollo Bunder, Mumbai, Maharashtra",400006,"3.5-star hotel with restaurant, near Gateway of India",1,1,50,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Diplomat Hotel,4696,3.5,20,"24-26, B.K. Boman Behram Marg, Apollo Bunder, Mumbai, Maharashtra",400007,"3.5-star hotel with restaurant, near Gateway of India",1,1,50,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Diplomat Hotel,4696,3.5,20,"24-26, B.K. Boman Behram Marg, Apollo Bunder, Mumbai, Maharashtra",400008,"3.5-star hotel with restaurant, near Gateway of India",1,1,50,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Bentleys Hotel Colaba,2200,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400001,"17, Oliver Road, Colaba, Mumbai, Maharashtra",1,1,25,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Bentleys Hotel Colaba,2700,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400002,"17, Oliver Road, Colaba, Mumbai, Maharashtra",1,1,25,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Bentleys Hotel Colaba,2700,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400003,"17, Oliver Road, Colaba, Mumbai, Maharashtra",1,1,25,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Bentleys Hotel Colaba,2700,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400004,"17, Oliver Road, Colaba, Mumbai, Maharashtra",1,1,25,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Bentleys Hotel Colaba,2200,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400005,"17, Oliver Road, Colaba, Mumbai, Maharashtra",1,1,25,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Bentleys Hotel Colaba,2200,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400006,"17, Oliver Road, Colaba, Mumbai, Maharashtra",1,1,25,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Bentleys Hotel Colaba,2700,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400007,"17, Oliver Road, Colaba, Mumbai, Maharashtra",1,1,25,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Bentleys Hotel Colaba,2700,3,20,"17, Oliver Road, Colaba, Mumbai, Maharashtra",400008,"17, Oliver Road, Colaba, Mumbai, Maharashtra",1,1,25,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Treebo Garden,7499,3,20,"42 Garden Road, Colaba, Mumbai, Maharashtra",400001,"3-star hotel with restaurant, near Gateway of India",1,1,34,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Treebo Garden,7499,3,20,"43 Garden Road, Colaba, Mumbai, Maharashtra",400002,"3-star hotel with restaurant, near Gateway of India",1,1,34,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Treebo Garden,7499,3,20,"44 Garden Road, Colaba, Mumbai, Maharashtra",400003,"3-star hotel with restaurant, near Gateway of India",1,1,34,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Treebo Garden,7499,3,20,"45 Garden Road, Colaba, Mumbai, Maharashtra",400004,"3-star hotel with restaurant, near Gateway of India",1,1,34,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Treebo Garden,7499,3,20,"46 Garden Road, Colaba, Mumbai, Maharashtra",400005,"3-star hotel with restaurant, near Gateway of India",1,1,34,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Treebo Garden,7499,3,20,"47 Garden Road, Colaba, Mumbai, Maharashtra",400006,"3-star hotel with restaurant, near Gateway of India",1,1,34,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Treebo Garden,6428,3,20,"48 Garden Road, Colaba, Mumbai, Maharashtra",400007,"3-star hotel with restaurant, near Gateway of India",1,1,34,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Treebo Garden,5356,3,20,"49 Garden Road, Colaba, Mumbai, Maharashtra",400008,"3-star hotel with restaurant, near Gateway of India",1,1,34,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Sea Palace Hotel,5000,2.5,20,"26, P J Ramchandani Marg, Near Radio Club, Mumbai, Maharashtra",400001,"Hotel with 2 restaurants, near Gateway of India",1,1,48,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Sea Palace Hotel,5000,2.5,20,"26, P J Ramchandani Marg, Near Radio Club, Mumbai, Maharashtra",400002,"Hotel with 2 restaurants, near Gateway of India",1,1,48,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Sea Palace Hotel,5000,2.5,20,"26, P J Ramchandani Marg, Near Radio Club, Mumbai, Maharashtra",400003,"Hotel with 2 restaurants, near Gateway of India",1,1,48,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Sea Palace Hotel,5000,2.5,20,"26, P J Ramchandani Marg, Near Radio Club, Mumbai, Maharashtra",400004,"Hotel with 2 restaurants, near Gateway of India",1,1,48,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Sea Palace Hotel,6000,2.5,20,"26, P J Ramchandani Marg, Near Radio Club, Mumbai, Maharashtra",400005,"Hotel with 2 restaurants, near Gateway of India",1,1,48,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Sea Palace Hotel,6000,2.5,20,"26, P J Ramchandani Marg, Near Radio Club, Mumbai, Maharashtra",400006,"Hotel with 2 restaurants, near Gateway of India",1,1,48,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Sea Palace Hotel,6000,2.5,20,"26, P J Ramchandani Marg, Near Radio Club, Mumbai, Maharashtra",400007,"Hotel with 2 restaurants, near Gateway of India",1,1,48,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Sea Palace Hotel,6000,2.5,20,"26, P J Ramchandani Marg, Near Radio Club, Mumbai, Maharashtra",400008,"Hotel with 2 restaurants, near Gateway of India",1,1,48,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Hotel Supreme,4937,3,21,"4 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra",400005,"3-star hotel with restaurant, near Gateway of India",1,1,60,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Hotel Supreme,4937,3,21,"5 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra",400006,"3-star hotel with restaurant, near Gateway of India",1,1,60,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Hotel Supreme,6106,3,21,"6 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra",400007,"3-star hotel with restaurant, near Gateway of India",1,1,60,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Hotel Supreme,6106,3,21,"7 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra",400008,"3-star hotel with restaurant, near Gateway of India",1,1,60,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Hotel Supreme,6106,3,21,"8 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra",400009,"3-star hotel with restaurant, near Gateway of India",1,1,60,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Hotel Supreme,4937,3,21,"9 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra",400010,"3-star hotel with restaurant, near Gateway of India",1,1,60,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Hotel Supreme,4937,3,21,"10 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra",400011,"3-star hotel with restaurant, near Gateway of India",1,1,60,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Hotel Supreme,4937,3,21,"11 Panday Road, Cuffe Parade, Colaba, Mumbai, Maharashtra",400012,"3-star hotel with restaurant, near Gateway of India",1,1,60,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400001,"3-star hotel with restaurant, near Gateway of India",1,1,39,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400002,"3-star hotel with restaurant, near Gateway of India",1,1,39,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400003,"3-star hotel with restaurant, near Gateway of India",1,1,39,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400004,"3-star hotel with restaurant, near Gateway of India",1,1,39,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Hotel Suncity Apollo,6500,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400005,"3-star hotel with restaurant, near Gateway of India",1,1,39,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400006,"3-star hotel with restaurant, near Gateway of India",1,1,39,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400007,"3-star hotel with restaurant, near Gateway of India",1,1,39,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Hotel Suncity Apollo,5000,3,20,"Brightland Building Landsowne Road, Behind Regal Cinema, Mumbai, Maharashtra",400008,"3-star hotel with restaurant, near Gateway of India",1,1,39,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Hotel Godwin,6300,3,20,"41, Garden Road, Colaba, Mumbai, Maharashtra",400001,"3-star hotel with 2 restaurants, near Gateway of India",1,1,52,0
Mumbai,12442373,0,1,1,1,0,Dec 21 2016,Hotel Godwin,5400,3,20,"41, Garden Road, Colaba, Mumbai, Maharashtra",400002,"3-star hotel with 2 restaurants, near Gateway of India",1,1,52,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Hotel Godwin,6300,3,20,"41, Garden Road, Colaba, Mumbai, Maharashtra",400003,"3-star hotel with 2 restaurants, near Gateway of India",1,1,52,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Hotel Godwin,5400,3,20,"41, Garden Road, Colaba, Mumbai, Maharashtra",400004,"3-star hotel with 2 restaurants, near Gateway of India",1,1,52,0
Mumbai,12442373,0,1,1,1,0,Dec 28 2016,Hotel Godwin,5400,3,20,"41, Garden Road, Colaba, Mumbai, Maharashtra",400005,"3-star hotel with 2 restaurants, near Gateway of India",1,1,52,0
Mumbai,12442373,0,1,1,1,0,Dec 31 2016,Hotel Godwin,5400,3,20,"41, Garden Road, Colaba, Mumbai, Maharashtra",400006,"3-star hotel with 2 restaurants, near Gateway of India",1,1,52,0
Mumbai,12442373,0,1,1,1,0,Jan 04 2017,Hotel Godwin,6300,3,20,"41, Garden Road, Colaba, Mumbai, Maharashtra",400007,"3-star hotel with 2 restaurants, near Gateway of India",1,1,52,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Hotel Godwin,5500,3,20,"41, Garden Road, Colaba, Mumbai, Maharashtra",400008,"3-star hotel with 2 restaurants, near Gateway of India",1,1,52,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Fabhotel Crawford Inn,3412,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumba",400001,"3-star resort with restaurant, near Chhatrapati Shivaji Terminus",1,0,30,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumba",400002,"3-star resort with restaurant, near Chhatrapati Shivaji Terminus",1,0,30,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumba",400003,"3-star resort with restaurant, near Chhatrapati Shivaji Terminus",1,0,30,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumba",400004,"3-star resort with restaurant, near Chhatrapati Shivaji Terminus",1,0,30,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumba",400005,"3-star resort with restaurant, near Chhatrapati Shivaji Terminus",1,0,30,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumba",400006,"3-star resort with restaurant, near Chhatrapati Shivaji Terminus",1,0,30,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumba",400007,"3-star resort with restaurant, near Chhatrapati Shivaji Terminus",1,0,30,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Fabhotel Crawford Inn,3314,3,17,"Plot No. 1492-1, B Wing, Sitaram Building, Mumba",400008,"3-star resort with restaurant, near Chhatrapati Shivaji Terminus",1,0,30,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400038,"Art Deco hotel with restaurant, near Chhatrapati Shivaji Terminus",1,0,38,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400039,"Art Deco hotel with restaurant, near Chhatrapati Shivaji Terminus",1,0,38,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,HOTEL A. K. INTERNATIONAL,3049,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400040,"Art Deco hotel with restaurant, near Chhatrapati Shivaji Terminus",1,0,38,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,HOTEL A. K. INTERNATIONAL,3049,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400041,"Art Deco hotel with restaurant, near Chhatrapati Shivaji Terminus",1,0,38,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,HOTEL A. K. INTERNATIONAL,3049,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400042,"Art Deco hotel with restaurant, near Chhatrapati Shivaji Terminus",1,0,38,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400043,"Art Deco hotel with restaurant, near Chhatrapati Shivaji Terminus",1,0,38,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400044,"Art Deco hotel with restaurant, near Chhatrapati Shivaji Terminus",1,0,38,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,HOTEL A. K. INTERNATIONAL,2439,3.5,18,"27/29 Adi Marzban Street, Ballard, Estate, Near Universal Cafe, Mumbai, Maharashtra",400045,"Art Deco hotel with restaurant, near Chhatrapati Shivaji Terminus",1,0,38,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Hotel Landmark Annexe,4349,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400038,"3.5-star hotel with restaurant, near Chhatrapati Shivaji Terminus",1,1,11,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Hotel Landmark Annexe,6099,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400039,"3.5-star hotel with restaurant, near Chhatrapati Shivaji Terminus",1,1,11,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Hotel Landmark Annexe,6099,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400040,"3.5-star hotel with restaurant, near Chhatrapati Shivaji Terminus",1,1,11,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Hotel Landmark Annexe,7749,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400041,"3.5-star hotel with restaurant, near Chhatrapati Shivaji Terminus",1,1,11,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Hotel Landmark Annexe,5349,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400042,"3.5-star hotel with restaurant, near Chhatrapati Shivaji Terminus",1,1,11,0
Mumbai,12442373,0,1,1,1,1,Dec 31 2016,Hotel Landmark Annexe,7749,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400043,"3.5-star hotel with restaurant, near Chhatrapati Shivaji Terminus",1,1,11,0
Mumbai,12442373,0,1,1,0,0,Jan 04 2017,Hotel Landmark Annexe,5349,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400044,"3.5-star hotel with restaurant, near Chhatrapati Shivaji Terminus",1,1,11,0
Mumbai,12442373,0,1,1,1,0,Jan 08 2017,Hotel Landmark Annexe,4349,3.5,18,"34, Walchand Hirachand Marg, Ballard Estate, Fort, Mumbai, Maharashtra",400045,"3.5-star hotel with restaurant, near Chhatrapati Shivaji Terminus",1,1,11,0
Mumbai,12442373,0,1,1,1,0,Dec 18 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400001,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,0,0,Dec 21 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400002,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,1,0,Dec 24 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400003,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,1,0,Dec 25 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400004,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
Mumbai,12442373,0,1,1,0,0,Dec 28 2016,Hotel City Palace,2900,2.5,18,"121, City Terrace, Walchand Hirachand Marg, Mumbai, Maharashtra",400005,Located steps from Chhatrapati Shivaji Terminus,1,1,54,0
